REGION,WARD
MTWARA,Mnyambe
MTWARA,Mnyeu
MTWARA,Mpwapwa
MTWARA,Mtopwa
MTWARA,Mtunguru
MTWARA,Nakahako
MTWARA,Nambali
MTWARA,Nandwahi
MTWARA,Julia
MTWARA,Luchingu
MTWARA,Mahumbika
MTWARA,Makonga
MTWARA,Makote
MTWARA,Mcholi I
MTWARA,Mcholi II
MTWARA,Mkulung'ulu
MTWARA,Mkunya
MTWARA,Mnekachi
MTWARA,Mtumachi
MTWARA,Namiyonga
MTWARA,Nangwala
MTWARA,Tulindane
MTWARA,Chaume
MTWARA,Chingungwe
MTWARA,Dinduma
MTWARA,Kitama
MTWARA,Kwanyama
MTWARA,Litehu
MTWARA,Luagala
MTWARA,Lukokoda
MTWARA,Lyenje
MTWARA,Mahuta
MTWARA,Malopokelo
MTWARA,Maundo
MTWARA,Mchichira
MTWARA,Mdimba Mnyoma
MTWARA,Michenjele
MTWARA,Mihambwe
MTWARA,Milongodi
MTWARA,Miuta
MTWARA,Mkonjowano
MTWARA,Mkoreha
MTWARA,Mkwiti
MTWARA,Mndumbwe
MTWARA,Mnyawa
MTWARA,Nambahu
MTWARA,Namikupa
MTWARA,Nanhyanga
MTWARA,Naputa
MTWARA,Ngunja
MTWARA,Tandahimba
MWANZA,Bangwe
MWANZA,Bugoro
MWANZA,Bukokwa
MWANZA,Bulyaheke
MWANZA,Bupandwa
MWANZA,Iligamba
MWANZA,Irenza
MWANZA,Kafunzo
MWANZA,Kalebezo
MWANZA,Kasisa
MWANZA,Katwe
MWANZA,kazunzu
MWANZA,Lugata
MWANZA,Maisome
MWANZA,Nyakaliro
MWANZA,Nyakasasa
MWANZA,Nyakasungwa
MWANZA,Nyanzenda
MWANZA,Nyehunge
MWANZA,Uharanyonga
MWANZA,Bugogwa
MWANZA,Buswelu
MWANZA,Buzuruga
MWANZA,Ibungilo
MWANZA,Ilemela
MWANZA,Kahama
MWANZA,Kawekamo
MWANZA,Kayenze
MWANZA,Kirumba
MWANZA,Kiseke
MWANZA,Kitangiri
MWANZA,MECCO
MWANZA,Nyakato
MWANZA,Nyamanoro
MWANZA,Nyamhongolo
MWANZA,Nyasaka
MWANZA,Pasiansi
MWANZA,Sangabuye
MWANZA,Shibula
MWANZA,Bugando
MWANZA,Bungulwa
MWANZA,Bupamwa
MWANZA,Fukalo
MWANZA,Hungumalwa
MWANZA,Igongwa
MWANZA,Ilula
MWANZA,Iseni
MWANZA,Kikubiji
MWANZA,Lyoma
MWANZA,Maligisu
MWANZA,Malya
MWANZA,Mantare
MWANZA,Mhande
MWANZA,Mwabomba
MWANZA,Mwagi
MWANZA,Mwakilyambiti
MWANZA,Mwamala
MWANZA,Mwandu
MWANZA,Mwang'halanga
MWANZA,Mwankulwe
MWANZA,Ng'hundi
MWANZA,Ngudu
MWANZA,Ngulla
MWANZA,Nkalalo
MWANZA,Nyambiti
MWANZA,Nyamilama
MWANZA,Shilembo
MWANZA,Sumve
MWANZA,Walla
MWANZA,Buhumbi
MWANZA,Bujashi
MWANZA,Bujora
MWANZA,Bukandwe
MWANZA,Chabula
MWANZA,Isandula
MWANZA,Itumbili
MWANZA,Jinjimili
MWANZA,Kabila
MWANZA,Kahangara
MWANZA,Kandawe
MWANZA,Kisesa
MWANZA,Kitongo sima
MWANZA,Kongolo
MWANZA,Lubugu
MWANZA,Lutale
MWANZA,Magu mjini
MWANZA,Mwamabanza
MWANZA,Mwamanga
MWANZA,Ng'haya
MWANZA,Nkungulu
MWANZA,Nyanguge
MWANZA,Nyigogo
MWANZA,Shishani
MWANZA,Sukuma
MWANZA,Buhingo
MWANZA,Bulemeji
MWANZA,Busongo
MWANZA,Fella
MWANZA,Gulumungu
MWANZA,Idetemya
MWANZA,Igokelo
MWANZA,Ilujamate
MWANZA,Isengengeja
MWANZA,Isesa
MWANZA,Kanyelele
MWANZA,Kasololo
MWANZA,Kijima
MWANZA,Koromije
MWANZA,Lubili
MWANZA,Mabuki
MWANZA,Mamaye
MWANZA,Mbarika
MWANZA,Misasi
MWANZA,Misungwi
MWANZA,Mondo
MWANZA,Mwaniko
MWANZA,Nhundulu
MWANZA,Shilalo
MWANZA,Sumbugu
MWANZA,Ukiriguru
MWANZA,Usagara
MWANZA,Buhongwa
MWANZA,Butimba
MWANZA,Igogo
MWANZA,Igoma
MWANZA,Isamilo
MWANZA,Kishili
MWANZA,Mahina
MWANZA,Mbugani
MWANZA,Mhandu
MWANZA,Mirongo
MWANZA,Mkolani
MWANZA,Mkuyuni
MWANZA,Nyamagana
MWANZA,Nyegezi
MWANZA,Pamba
MWANZA,Bitoto
MWANZA,Busisi
MWANZA,Buyagu
MWANZA,Buzilasoga
MWANZA,Chifunfu
MWANZA,Ibisabageni
MWANZA,Ibondo
MWANZA,Igalula
MWANZA,Igulumuki
MWANZA,Kagunga
MWANZA,Kahumulo
MWANZA,Kasenyi
MWANZA,Kasungamile
MWANZA,Katunguru
MWANZA,Kishinda
MWANZA,Mission
MWANZA,Mwabaluhi
MWANZA,Ngoma
MWANZA,Nyamatongo
MWANZA,Nyamazugo
MWANZA,Nyamizeze
MWANZA,Nyampande
MWANZA,Nyampulukano
MWANZA,Nyatukara
MWANZA,Sima
MWANZA,Tabaruka
MWANZA,Bukanda
MWANZA,Bukiko
MWANZA,Bukindo
MWANZA,Bukongo
MWANZA,Bukungu
MWANZA,Bwiro
MWANZA,Bwisya
MWANZA,Igalla
MWANZA,Ilangala
MWANZA,Irugwa
MWANZA,Kagera
MWANZA,Kagunguli
MWANZA,Kakerege
MWANZA,Kakukuru
MWANZA,Mukituntu
MWANZA,Muriti
MWANZA,Murutunguru
MWANZA,Nakatunguru
MWANZA,Namagondo
MWANZA,Namilembe
MWANZA,Nansio
MWANZA,Nduruma
MWANZA,Nkilizya
MWANZA,Nyamanga
NJOMBE,Ibumi
NJOMBE,Kilondo
NJOMBE,Lifuma
NJOMBE,Luana
NJOMBE,Ludende
NJOMBE,Ludewa
NJOMBE,Lugarawa
NJOMBE,Luilo
NJOMBE,Lumbila
NJOMBE,Lupanga
NJOMBE,Lupingu
NJOMBE,Madilu
NJOMBE,Madope
NJOMBE,Makonde
NJOMBE,Manda
NJOMBE,Masasi
NJOMBE,Mavanga
NJOMBE,Mawengi
NJOMBE,Milo
NJOMBE,Mkongobaki
NJOMBE,Mlangali
NJOMBE,Mundindi
NJOMBE,Nkomang'ombe
NJOMBE,Ruhuhu
NJOMBE,Kitandililo
NJOMBE,Kitisi
NJOMBE,Kivavi
NJOMBE,Lyamkena
NJOMBE,Maguvani
NJOMBE,Mahongole
NJOMBE,Majengo
NJOMBE,Makambako
NJOMBE,Mjimwema
NJOMBE,Mlowa
NJOMBE,Mwembetogwa
NJOMBE,Utengule
NJOMBE,Bulongwa
NJOMBE,Ikuwo
NJOMBE,Iniho
NJOMBE,Ipelele
NJOMBE,Ipepo
NJOMBE,Isapulano
NJOMBE,Itundu
NJOMBE,Iwawa
NJOMBE,Kapagalo
NJOMBE,Kigala
NJOMBE,Kigulu
NJOMBE,Kinyika
NJOMBE,Kitulo
NJOMBE,Lupalilo
NJOMBE,Lupila
NJOMBE,Luwumbu
NJOMBE,Mang'oto
NJOMBE,Matamba
NJOMBE,Mbalatse
NJOMBE,Mfumbi
NJOMBE,Mlondwe
NJOMBE,Tandala
NJOMBE,Ukwama
NJOMBE,Idamba
NJOMBE,Igongolo
NJOMBE,Ikondo
NJOMBE,Ikuna
NJOMBE,Kichiwa
NJOMBE,Kidegembye
NJOMBE,Lupembe
NJOMBE,Matembwe
NJOMBE,Mfriga
NJOMBE,Mtwango
NJOMBE,Ninga
NJOMBE,Ihanga
NJOMBE,Iwungilo
NJOMBE,Kifanya
NJOMBE,Lugenge
NJOMBE,Luponde
NJOMBE,Makowo
NJOMBE,Matola
NJOMBE,Njombe Mjini
NJOMBE,Ramadhani
NJOMBE,Utalingoro
NJOMBE,Uwemba
NJOMBE,Yakobi
NJOMBE,Igima
NJOMBE,Igosi
NJOMBE,Igwachanya
NJOMBE,Ilembula
NJOMBE,Imalinyi
NJOMBE,Itulahumba
NJOMBE,Kidugala
NJOMBE,Kijombe
NJOMBE,Kipengele
NJOMBE,Luduga
NJOMBE,Makoga
NJOMBE,Malangali
NJOMBE,Mdandu
NJOMBE,Saja
NJOMBE,Udonja
NJOMBE,Uhambule
NJOMBE,Uhenga
NJOMBE,Ulembwe
NJOMBE,Usuka
NJOMBE,Wangama
NJOMBE,Wanging'ombe
PWANI,Dunda
PWANI,Fukayosi
PWANI,Kerege
PWANI,Kiromo
PWANI,Kisutu
PWANI,Magomeni
PWANI,Makurunge
PWANI,Mapinga
PWANI,Nia Njema
PWANI,Yombo
PWANI,Zinga
PWANI,Bwilingu
PWANI,Kibindu
PWANI,Kimange
PWANI,Kiwangwa
PWANI,Lugoba
PWANI,Mandera
PWANI,Mbwewe
PWANI,Miono
PWANI,Mkange
PWANI,Msata
PWANI,Msoga
PWANI,Pera
PWANI,Talawanda
PWANI,Ubenazomozi
PWANI,Vigwaza
PWANI,Bokomnemela
PWANI,Dutumi
PWANI,Gwata
PWANI,Janga
PWANI,Kawawa
PWANI,Kikongo
PWANI,Kilangalanga
PWANI,Kwala
PWANI,Magindu
PWANI,Mlandizi
PWANI,Mtambani
PWANI,Mtongani
PWANI,Ruvu
PWANI,Soga
PWANI,Kibaha
PWANI,Kongowe
PWANI,Mailimoja
PWANI,Mbwawa
PWANI,Misugusugu
PWANI,Mkuza
PWANI,Msangani
PWANI,Pangani
PWANI,Picha ya ndege
PWANI,Tumbi
PWANI,Visiga
PWANI,Bungu
PWANI,Dimani
PWANI,Kibiti
PWANI,Kiongoroni
PWANI,Mahege
PWANI,Maparoni
PWANI,Mbuchi
PWANI,Mchukwi
PWANI,Mjawa
PWANI,Mlanzi
PWANI,Msala
PWANI,Mtawanya
PWANI,Mtunda
PWANI,Mwambao
PWANI,Ruaruke
PWANI,Salale
PWANI,Boga
PWANI,Chole
PWANI,Kazimzumbwi
PWANI,Kibuta
PWANI,Kiluvya
PWANI,Kisarawe
PWANI,Kurui
PWANI,Mafizi
PWANI,Maneromango
PWANI,Marui
PWANI,Marumbo
PWANI,Masaki
PWANI,Msanga
PWANI,Msimbu
PWANI,Mzenga
PWANI,Vihingo
PWANI,Vikumburu
PWANI,Baleni
PWANI,Jibondo
PWANI,Kanga
PWANI,Kiegeani
PWANI,Kilindoni
PWANI,Kirongwe
PWANI,Miburani
PWANI,Ndagoni
PWANI,Beta
PWANI,Bupu
PWANI,Dondo
PWANI,Kimanzichana
PWANI,Kiparang'anda
PWANI,Kisegese
PWANI,Kisiju
PWANI,Kitomondo
PWANI,Lukanga
PWANI,Magawa
PWANI,Mbezi
PWANI,Mipeko
PWANI,Mkamba
PWANI,Mkuranga
PWANI,Msonga
PWANI,Mwandege
PWANI,Mwarusembe
PWANI,Njianne
PWANI,Nyamato
PWANI,Panzuo
PWANI,Shungubweni
PWANI,Tambani
PWANI,Tengelea
PWANI,Vianzi
PWANI,Vikindu
PWANI,Chemchem
PWANI,Chumbi
PWANI,Ikwiriri
PWANI,Kipugira
PWANI,Mbwara
PWANI,Mgomba
PWANI,Mkongo
PWANI,Mohoro
PWANI,Mwaseni
PWANI,Ngarambe
PWANI,Ngorongo
PWANI,Umwe
PWANI,Utete
RUKWA,Kanyezi
RUKWA,Kasanga
RUKWA,Katazi
RUKWA,Katete
RUKWA,Kilesha
RUKWA,Kisumba
RUKWA,Legeza Mwendo
RUKWA,Mambwekenya
RUKWA,Matai
RUKWA,Mkali
RUKWA,Mkowe
RUKWA,Mnamba
RUKWA,Msanzi
RUKWA,Mwazye
RUKWA,Mwimbi
RUKWA,Sopa
RUKWA,Ulumi
RUKWA,Chala
RUKWA,Isale
RUKWA,Isale Asilia
RUKWA,Isunta
RUKWA,Itete
RUKWA,Kabwe
RUKWA,Kala
RUKWA,Kate
RUKWA,Kipande
RUKWA,Kipili
RUKWA,Kipundu
RUKWA,Kirando
RUKWA,Kizumbi
RUKWA,Korongwe
RUKWA,Majengo
RUKWA,Mashete
RUKWA,Mkinga
RUKWA,Mkwamba
RUKWA,Mtenga
RUKWA,Myula
RUKWA,Namanyere
RUKWA,Ninde
RUKWA,Nkandasi
RUKWA,Nkomolo
RUKWA,Ntatumbila
RUKWA,Paramawe
RUKWA,Sintali
RUKWA,Wampembe
RUKWA,Ikozi
RUKWA,Ilemba
RUKWA,Kaengesa
RUKWA,Kalambanzite
RUKWA,Kalumbaleza
RUKWA,Kanda
RUKWA,Kaoze
RUKWA,Kapenta
RUKWA,Kasanzama
RUKWA,Kilangawana
RUKWA,Kipeta
RUKWA,Laela
RUKWA,Lusaka
RUKWA,Lyangalile
RUKWA,Mfinga
RUKWA,Miangalua
RUKWA,Milepa
RUKWA,Mnokola
RUKWA,Mpui
RUKWA,Mpwapwa
RUKWA,Msanda Muungano
RUKWA,Mtowisa
RUKWA,Muze
RUKWA,Mwadui
RUKWA,Nankanga
RUKWA,Sandulula
RUKWA,Zimba
RUKWA,Chanji
RUKWA,Izia
RUKWA,Kasense
RUKWA,Katandala
RUKWA,Kizwite
RUKWA,Lwiche
RUKWA,Mafulala
RUKWA,Malangali
RUKWA,Matanga
RUKWA,Mazwi
RUKWA,Milanzi
RUKWA,Mollo
RUKWA,Momoka
RUKWA,Msua
RUKWA,Ntendo
RUKWA,Pito
RUKWA,Senga
RUKWA,Sumbawanga
RUVUMA,Gumbiro
RUVUMA,Lituta
RUVUMA,Mahanje
RUVUMA,Mateteleka
RUVUMA,Matumbi
RUVUMA,Mkongotema
RUVUMA,Mtyangimbole
RUVUMA,Wino
RUVUMA,Amani Makolo
RUVUMA,Kambarage
RUVUMA,Kihangi Mahuka
RUVUMA,Kingosera
RUVUMA,Kipapa
RUVUMA,Kipololo
RUVUMA,Kitumbalomo
RUVUMA,Kitura
RUVUMA,Langiro
RUVUMA,Linda
RUVUMA,Litembo
RUVUMA,Litumbandyosi
RUVUMA,Lukarasi
RUVUMA,Maguu
RUVUMA,Mapera
RUVUMA,Matiri
RUVUMA,Mbuji
RUVUMA,Mhongozi
RUVUMA,Mikalanga
RUVUMA,Mkako
RUVUMA,Mkumbi
RUVUMA,Mpapa
RUVUMA,Muungano
RUVUMA,Namswea
RUVUMA,Ngima
RUVUMA,Nyoni
RUVUMA,Ruanda
RUVUMA,Ukata
RUVUMA,Wukiro
RUVUMA,Betrehemu
RUVUMA,Kagugu
RUVUMA,Kihungu
RUVUMA,Kikolo
RUVUMA,Kilimani
RUVUMA,Kitanda
RUVUMA,Luhuwiko
RUVUMA,Lusonga
RUVUMA,Luwaita
RUVUMA,MASUMUNI
RUVUMA,Matarawe
RUVUMA,Mateka
RUVUMA,Mbambi
RUVUMA,Mbangamao
RUVUMA,Mbinga Mjini B
RUVUMA,Mpepai
RUVUMA,Myangayanga
RUVUMA,Utiri
RUVUMA,Hanga
RUVUMA,Ligera
RUVUMA,Likuyuseka
RUVUMA,Limamu
RUVUMA,Lisimonji
RUVUMA,Litola
RUVUMA,Luchili
RUVUMA,Luegu
RUVUMA,Lusewa
RUVUMA,Magazini
RUVUMA,Mchomolo
RUVUMA,Mgombasi
RUVUMA,Mkongo
RUVUMA,Mkongo gulioni
RUVUMA,Mputa
RUVUMA,Msindo
RUVUMA,Msisima
RUVUMA,Namabengo
RUVUMA,Namtumbo
RUVUMA,Rwinga
RUVUMA,Chiwanda
RUVUMA,Kihagara
RUVUMA,Kilosa
RUVUMA,Kingerikiti
RUVUMA,Linga
RUVUMA,Liparamba
RUVUMA,Lipingo
RUVUMA,Lituhi
RUVUMA,Liuli
RUVUMA,Liwundi
RUVUMA,Luhangarasi
RUVUMA,Lumeme
RUVUMA,Mbaha
RUVUMA,Mbamba bay
RUVUMA,Mipotopoto
RUVUMA,Mpepo
RUVUMA,Mtipwili
RUVUMA,Ngumbo
RUVUMA,Tingi
RUVUMA,Upolo
RUVUMA,Kilagano
RUVUMA,Kizuka
RUVUMA,Liganga
RUVUMA,Lilahi
RUVUMA,Litapwasi
RUVUMA,Litisha
RUVUMA,Magagula
RUVUMA,Maposeni
RUVUMA,Matimila
RUVUMA,Mbinga Mhalule
RUVUMA,Mpandangindo
RUVUMA,Mpitimbi
RUVUMA,Muhukuru
RUVUMA,Ndongosi
RUVUMA,PARANGU
RUVUMA,Peramiho
RUVUMA,Bombambili
RUVUMA,Lilambo
RUVUMA,Lizaboni
RUVUMA,Majengo
RUVUMA,Mashangano
RUVUMA,Matogoro
RUVUMA,Mfaranyaki
RUVUMA,Misufini
RUVUMA,Mjimwema
RUVUMA,Mjini
RUVUMA,Mletele
RUVUMA,Msamala
RUVUMA,Mwengemshindo
RUVUMA,Ndilimalitembo
RUVUMA,Ruhuwiko
RUVUMA,Ruvuma
RUVUMA,Seedfarm
RUVUMA,Subira
RUVUMA,Tanga
RUVUMA,Chiwana
RUVUMA,Jakika
RUVUMA,Kalulu
RUVUMA,Kidodoma
RUVUMA,Ligoma
RUVUMA,Ligunga
RUVUMA,Lukumbule
RUVUMA,Majimaji
RUVUMA,Marumba
RUVUMA,Masonya
RUVUMA,Matemanga
RUVUMA,Mbati
RUVUMA,Mbesa
RUVUMA,Mchangani
RUVUMA,Mchesi
RUVUMA,Mchoteka
RUVUMA,Mchuluka
RUVUMA,Mindu
RUVUMA,Misechela
RUVUMA,Mlingoti Magharibi
RUVUMA,Mlingoti Mashariki
RUVUMA,Mtina
RUVUMA,Muhuwesi
RUVUMA,Nakapanya
RUVUMA,Nakayaya
RUVUMA,Nalasi Magharibi
RUVUMA,Nalasi Mashariki
RUVUMA,Namakambale
RUVUMA,Namasakata
RUVUMA,Namiungo
RUVUMA,Nampungu
RUVUMA,Namwinyu
RUVUMA,Nandembo
RUVUMA,Nanjoka
RUVUMA,Ngapa
RUVUMA,Sisi Kwa Sisi
RUVUMA,Tinginya
RUVUMA,Tuwemacho
SHINYANGA,Busoka
SHINYANGA,Isagehe
SHINYANGA,Iyenze
SHINYANGA,Kagongwa
SHINYANGA,Kahama Mjini
SHINYANGA,Kilago
SHINYANGA,Kinaga
SHINYANGA,Majengo
SHINYANGA,Malunga
SHINYANGA,Mhongolo
SHINYANGA,Mhungula
SHINYANGA,Mondo
SHINYANGA,Mwandakulima
SHINYANGA,Ngogwa
SHINYANGA,Nyahanga
SHINYANGA,Nyandekwa
SHINYANGA,Nyasubi
SHINYANGA,Nyihogo
SHINYANGA,Wendele
SHINYANGA,Zongomera
SHINYANGA,Bubiki
SHINYANGA,Bunambiyu
SHINYANGA,Bupipi
SHINYANGA,Busangwa
SHINYANGA,Idukilo
SHINYANGA,Igaga
SHINYANGA,Itilima
SHINYANGA,Kiloleli
SHINYANGA,Kishapu
SHINYANGA,Lagana
SHINYANGA,Maganzo
SHINYANGA,Masanga
SHINYANGA,Mwadui Lohumbo
SHINYANGA,Mwakipoya
SHINYANGA,Mwamalasa
SHINYANGA,Mwamashele
SHINYANGA,Mwasubi
SHINYANGA,Mwataga
SHINYANGA,Mwaweja
SHINYANGA,Ndoleleji
SHINYANGA,Ngofila
SHINYANGA,Seke Bugoro
SHINYANGA,Shagihilu
SHINYANGA,Somagedi
SHINYANGA,Songwa
SHINYANGA,Talaga
SHINYANGA,Uchunga
SHINYANGA,Ukenyenge
SHINYANGA,Bugarama
SHINYANGA,Bulige
SHINYANGA,Bulyan'hulu
SHINYANGA,Busangi
SHINYANGA,Chela
SHINYANGA,Ikinda
SHINYANGA,Isaka
SHINYANGA,Jana
SHINYANGA,Kashishi
SHINYANGA,Lunguya
SHINYANGA,Mega
SHINYANGA,Mwakata
SHINYANGA,Mwalugulu
SHINYANGA,Mwanase
SHINYANGA,Ngaya
SHINYANGA,Ntobo
SHINYANGA,Segese
SHINYANGA,Shilela
SHINYANGA,Bukene
SHINYANGA,Didia
SHINYANGA,Imesela
SHINYANGA,Iselamagazi
SHINYANGA,Itwangi
SHINYANGA,llola
SHINYANGA,Lyabukande
SHINYANGA,Lyabusalu
SHINYANGA,Lyamidati
SHINYANGA,Masengwa
SHINYANGA,Mwakitolyo
SHINYANGA,Mwalukwa
SHINYANGA,Mwamala
SHINYANGA,Mwantini
SHINYANGA,Mwenge
SHINYANGA,Nsalala
SHINYANGA,Nyamalogo
SHINYANGA,Nyida
SHINYANGA,Pandagichiza
SHINYANGA,Puni
SHINYANGA,Salawe
SHINYANGA,Samuye
SHINYANGA,Solwa
SHINYANGA,Tinde
SHINYANGA,Usanda
SHINYANGA,Usule
SHINYANGA,Chamaguha
SHINYANGA,Chibe
SHINYANGA,Ibadakuli
SHINYANGA,Ibinzamata
SHINYANGA,Kambarage
SHINYANGA,Kitangili
SHINYANGA,Kizumbi
SHINYANGA,Kolandoto
SHINYANGA,Lubaga
SHINYANGA,Masekelo
SHINYANGA,Mjini
SHINYANGA,Mwamalili
SHINYANGA,Mwawaza
SHINYANGA,Ndala
SHINYANGA,Ndembezi
SHINYANGA,Ngokolo
SHINYANGA,Old Shinyanga
SHINYANGA,Bukomela
SHINYANGA,Bulungwa
SHINYANGA,Chambo
SHINYANGA,Chona
SHINYANGA,Idahina
SHINYANGA,Igunda
SHINYANGA,Igwamanoni
SHINYANGA,Kinamapula
SHINYANGA,Kisuke
SHINYANGA,Mapamba
SHINYANGA,Mpunze
SHINYANGA,Nyamilangano
SHINYANGA,Nyankende
SHINYANGA,Sabasabini
SHINYANGA,Ubagwe
SHINYANGA,Ukune
SHINYANGA,Ulewe
SHINYANGA,Ulowa
SHINYANGA,Ushetu
SHINYANGA,Uyogo
SIMIYU,Benemhi
SIMIYU,Dutwa
SIMIYU,Gambosi
SIMIYU,Gibishi
SIMIYU,Gilya
SIMIYU,Ihusi
SIMIYU,Ikungulyabashashi
SIMIYU,Itubukilo
SIMIYU,Kasoli
SIMIYU,Kilalo
SIMIYU,Masewa
SIMIYU,Matongo
SIMIYU,Mwadobana
SIMIYU,Mwasubuya
SIMIYU,Mwaubingi
SIMIYU,Mwaumatondo
SIMIYU,Ngulyati
SIMIYU,Nkindwabiye
SIMIYU,Nkololo
SIMIYU,Sakwe
SIMIYU,Sapiwi
SIMIYU,Bariadi
SIMIYU,Bunamhala
SIMIYU,Guduwi
SIMIYU,Isanga
SIMIYU,Malambo
SIMIYU,Mhango
SIMIYU,Nyakabindi
SIMIYU,Nyangokolwa
SIMIYU,Sima
SIMIYU,Somanda
SIMIYU,Badugu
SIMIYU,Igalukilo
SIMIYU,Imalamate
SIMIYU,Kabita
SIMIYU,Kalemela
SIMIYU,Kiloleli
SIMIYU,Lamadi
SIMIYU,Lutubiga
SIMIYU,Malili
SIMIYU,Mkula
SIMIYU,Mwamanyili
SIMIYU,Ngasamo
SIMIYU,Nyaluhande
SIMIYU,Nyashimo
SIMIYU,Shigala
SIMIYU,Budalabujiga
SIMIYU,Bumera
SIMIYU,Chinamili
SIMIYU,Ikindilo
SIMIYU,Kinang'weli
SIMIYU,Lagangabilili
SIMIYU,Luguru
SIMIYU,Mbita
SIMIYU,Mhunze
SIMIYU,Migato
SIMIYU,Mwalushu
SIMIYU,Mwamapalala
SIMIYU,Mwamtani
SIMIYU,Mwaswale
SIMIYU,Ndolelezi
SIMIYU,Nhobora
SIMIYU,Nkoma
SIMIYU,Nkuyu
SIMIYU,Nyamalapa
SIMIYU,Sagata
SIMIYU,Sawida
SIMIYU,Zagayu
SIMIYU,Badi
SIMIYU,Binza
SIMIYU,Buchambi
SIMIYU,Budekwa
SIMIYU,Bugarama
SIMIYU,Busangi
SIMIYU,Busilili
SIMIYU,Dakama
SIMIYU,Ipililo
SIMIYU,Jija
SIMIYU,Kadoto
SIMIYU,Kulimi
SIMIYU,Lalago
SIMIYU,Malampaka
SIMIYU,Masela
SIMIYU,Mataba
SIMIYU,Mbaragane
SIMIYU,Mpindo
SIMIYU,Mwabaratulu
SIMIYU,Mwabayanda
SIMIYU,Mwamanenge
SIMIYU,Mwamashimba
SIMIYU,Mwang'honoli
SIMIYU,Nguliguli
SIMIYU,Ng'wigwa
SIMIYU,Nyabubinza
SIMIYU,Nyalikungu
SIMIYU,Sangamwalugesha
SIMIYU,Senani
SIMIYU,Seng'wa
SIMIYU,Shanwa
SIMIYU,Shishiyu
SIMIYU,Sola
SIMIYU,Sukuma
SIMIYU,Zanzui
SIMIYU,Bukundi
SIMIYU,Imalaseko
SIMIYU,Isengwa
SIMIYU,Itinje
SIMIYU,Kabondo
SIMIYU,Kimali
SIMIYU,Kisesa
SIMIYU,Lingeka
SIMIYU,Lubiga
SIMIYU,Mbugayabanghya
SIMIYU,Mbushi
SIMIYU,Mwabuma
SIMIYU,Mwabusalu
SIMIYU,Mwabuzo
SIMIYU,Mwakisandu
SIMIYU,Mwamalole
SIMIYU,Mwamanimba
SIMIYU,Mwamanongu
SIMIYU,Mwamishali
SIMIYU,Mwandoya
SIMIYU,Mwangudo
SIMIYU,Mwanhuzi
SIMIYU,Mwanjolo
SIMIYU,Mwanyahina
SIMIYU,Mwasengela
SIMIYU,Ng'hoboko
SIMIYU,Sakasaka
SIMIYU,Tindabuligi
SINGIDA,Dungiunyi
SINGIDA,Ighombwe
SINGIDA,Iglansoni
SINGIDA,Ihanja
SINGIDA,Ikungi
SINGIDA,Irisya
SINGIDA,Isseke
SINGIDA,Issuna
SINGIDA,Iyumbu
SINGIDA,Kikio
SINGIDA,Kituntu
SINGIDA,Lighwa
SINGIDA,Makilawa
SINGIDA,Makiungu
SINGIDA,Mangionyi
SINGIDA,Mgungira
SINGIDA,Minyughe
SINGIDA,Misughaa
SINGIDA,Mkiwa
SINGIDA,Mtunduru
SINGIDA,Muhintiri
SINGIDA,Mungaa
SINGIDA,Mwaru
SINGIDA,Ntuntu
SINGIDA,Puma
SINGIDA,Sepuka
SINGIDA,Siuyu
SINGIDA,Unyahati
SINGIDA,Kaselya
SINGIDA,Kidaru
SINGIDA,Kinampanda
SINGIDA,Kiomboi
SINGIDA,Kisiriri
SINGIDA,Kyengege
SINGIDA,Maluga
SINGIDA,Mbelekese
SINGIDA,Mgongo
SINGIDA,Mtekente
SINGIDA,Mtoa
SINGIDA,Mukulu
SINGIDA,Ndago
SINGIDA,Ndulungu
SINGIDA,Ntwike
SINGIDA,Old-Kiomboi
SINGIDA,Shelui
SINGIDA,Tulya
SINGIDA,Ulemo
SINGIDA,Urughu
SINGIDA,Aghondi
SINGIDA,Idodyandole
SINGIDA,Ipande
SINGIDA,Itigi Majengo
SINGIDA,Itigi Mjini
SINGIDA,Kalangali
SINGIDA,Kitaraka
SINGIDA,Mgandu
SINGIDA,Mitundu
SINGIDA,Mwamagembe
SINGIDA,Rungwa
SINGIDA,Sanjaranda
SINGIDA,Tambukareli
SINGIDA,Chikola
SINGIDA,Chikuyu
SINGIDA,Heka
SINGIDA,Kintinku
SINGIDA,Majiri
SINGIDA,Makanda
SINGIDA,Makuru
SINGIDA,Makutupora
SINGIDA,Manyoni
SINGIDA,Maweni
SINGIDA,Mkwese
SINGIDA,Muhalala
SINGIDA,Nkonko
SINGIDA,Sanza
SINGIDA,Saranda
SINGIDA,Sasajila
SINGIDA,Sasilo
SINGIDA,Solya
SINGIDA,Gumanga
SINGIDA,Ibaga
SINGIDA,Iguguno
SINGIDA,Ilunda
SINGIDA,Kikhonda
SINGIDA,Kinampundu
SINGIDA,Kinyangiri
SINGIDA,Matongo
SINGIDA,Miganga
SINGIDA,Mpambala
SINGIDA,Msingi
SINGIDA,Mwanga
SINGIDA,Mwangeza
SINGIDA,Nduguti
SINGIDA,Nkalakala
SINGIDA,Nkinto
SINGIDA,Tumuli
SINGIDA,Ikhanoda
SINGIDA,Ilongero
SINGIDA,Itaja
SINGIDA,Kijota
SINGIDA,Kinyagigi
SINGIDA,Kinyeto
SINGIDA,Maghojoa
